chr	start	end	strand	ens_id	description	symbol	miRBase_ID
chr10	96064315	96064399	-	ENSG00000266407	microRNA 3157 [Source:HGNC Symbol;Acc:HGNC:38172]	MIR3157	hsa-mir-3157
chr10	96828669	96828764	-	ENSG00000207976	microRNA 607 [Source:HGNC Symbol;Acc:HGNC:32863]	MIR607	hsa-mir-607
chr10	98395218	98395307	-	ENSG00000284415	microRNA 1287 [Source:HGNC Symbol;Acc:HGNC:35280]	MIR1287	hsa-mir-1287
chr10	98431292	98431360	-	ENSG00000264610	microRNA 4685 [Source:HGNC Symbol;Acc:HGNC:41802]	MIR4685	hsa-mir-4685
chr10	98924499	98924568	-	ENSG00000274056	microRNA 6507 [Source:HGNC Symbol;Acc:HGNC:50199]	MIR6507	hsa-mir-6507
chr10	100974985	100975084	+	ENSG00000207551	microRNA 608 [Source:HGNC Symbol;Acc:HGNC:32864]	MIR608	hsa-mir-608
chr10	102436512	102436584	+	ENSG00000202569	microRNA 146b [Source:HGNC Symbol;Acc:HGNC:32079]	MIR146B	hsa-mir-146b
chr10	103394253	103394401	-	ENSG00000283867	microRNA 1307 [Source:HGNC Symbol;Acc:HGNC:35372]	MIR1307	hsa-mir-1307
chr10	104048089	104048186	-	ENSG00000283788	microRNA 936 [Source:HGNC Symbol;Acc:HGNC:33679]	MIR936	hsa-mir-936
chr10	104218789	104218883	-	ENSG00000208033	microRNA 609 [Source:HGNC Symbol;Acc:HGNC:32865]	MIR609	hsa-mir-609
chr10	104268336	104268405	-	ENSG00000266852	microRNA 4482 [Source:HGNC Symbol;Acc:HGNC:41792]	MIR4482	hsa-mir-4482
chr10	110898090	110898155	+	ENSG00000284482	microRNA 4680 [Source:HGNC Symbol;Acc:HGNC:41541]	MIR4680	hsa-mir-4680
chr10	110988926	110989013	+	ENSG00000221214	microRNA 548e [Source:HGNC Symbol;Acc:HGNC:35275]	MIR548E	hsa-mir-548e
chr10	112299612	112299688	-	ENSG00000283688	microRNA 6715b [Source:HGNC Symbol;Acc:HGNC:50249]	MIR6715B	hsa-mir-6715b
chr10	112634170	112634254	+	ENSG00000264763	microRNA 4295 [Source:HGNC Symbol;Acc:HGNC:38220]	MIR4295	hsa-mir-4295
chr10	113777993	113778054	-	ENSG00000283656	microRNA 4483 [Source:HGNC Symbol;Acc:HGNC:41761]	MIR4483	hsa-mir-4483
chr10	114174105	114174179	-	ENSG00000284442	microRNA 2110 [Source:HGNC Symbol;Acc:HGNC:37071]	MIR2110	hsa-mir-2110
chr10	117167678	117167774	-	ENSG00000266782	microRNA 3663 [Source:HGNC Symbol;Acc:HGNC:38958]	MIR3663	hsa-mir-3663
chr10	119377972	119378043	+	ENSG00000265719	microRNA 4681 [Source:HGNC Symbol;Acc:HGNC:41753]	MIR4681	hsa-mir-4681
chr10	119958513	119958592	+	ENSG00000265370	microRNA 4682 [Source:HGNC Symbol;Acc:HGNC:41788]	MIR4682	hsa-mir-4682
chr10	122416965	122417067	+	ENSG00000265442	microRNA 3941 [Source:HGNC Symbol;Acc:HGNC:38949]	MIR3941	hsa-mir-3941
chr10	125032783	125032870	-	ENSG00000264572	microRNA 4296 [Source:HGNC Symbol;Acc:HGNC:38178]	MIR4296	hsa-mir-4296
chr10	125819740	125819822	+	ENSG00000265092	microRNA 4484 [Source:HGNC Symbol;Acc:HGNC:41799]	MIR4484	hsa-mir-4484
chr10	129843299	129843374	-	ENSG00000266676	microRNA 4297 [Source:HGNC Symbol;Acc:HGNC:38393]	MIR4297	hsa-mir-4297
chr10	130962588	130962668	-	ENSG00000264803	microRNA 378c [Source:HGNC Symbol;Acc:HGNC:38374]	MIR378C	hsa-mir-378c
chr10	133247511	133247620	-	ENSG00000284219	microRNA 202 [Source:HGNC Symbol;Acc:HGNC:32080]	MIR202	hsa-mir-202
chr10	133371556	133371663	-	ENSG00000265395	microRNA 3944 [Source:HGNC Symbol;Acc:HGNC:38898]	MIR3944	hsa-mir-3944
chr11	209336	209406	+	ENSG00000283920	microRNA 6743 [Source:HGNC Symbol;Acc:HGNC:50008]	MIR6743	hsa-mir-6743
chr11	568089	568198	-	ENSG00000199038	microRNA 210 [Source:HGNC Symbol;Acc:HGNC:31587]	MIR210	hsa-mir-210
chr11	1256605	1256670	+	ENSG00000275669	microRNA 6744 [Source:HGNC Symbol;Acc:HGNC:50051]	MIR6744	hsa-mir-6744
chr11	1859464	1859536	-	ENSG00000264493	microRNA 4298 [Source:HGNC Symbol;Acc:HGNC:38313]	MIR4298	hsa-mir-4298
chr11	1880045	1880147	+	ENSG00000284594	microRNA 7847 [Source:HGNC Symbol;Acc:HGNC:50153]	MIR7847	hsa-mir-7847
chr11	1996759	1996831	-	ENSG00000284010	microRNA 675 [Source:HGNC Symbol;Acc:HGNC:33351]	MIR675	hsa-mir-675
chr11	2134134	2134209	-	ENSG00000207805	microRNA 483 [Source:HGNC Symbol;Acc:HGNC:32340]	MIR483	hsa-mir-483
chr11	2173063	2173138	+	ENSG00000265258	microRNA 4686 [Source:HGNC Symbol;Acc:HGNC:41601]	MIR4686	hsa-mir-4686
chr11	3856062	3856141	+	ENSG00000284525	microRNA 4687 [Source:HGNC Symbol;Acc:HGNC:41712]	MIR4687	hsa-mir-4687
chr11	7234766	7234837	+	ENSG00000221703	microRNA 302e [Source:HGNC Symbol;Acc:HGNC:35348]	MIR302E	hsa-mir-302e
chr11	9090312	9090379	-	ENSG00000264984	microRNA 5691 [Source:HGNC Symbol;Acc:HGNC:43545]	MIR5691	hsa-mir-5691
chr11	10508270	10508326	-	ENSG00000283813	microRNA 4485 [Source:HGNC Symbol;Acc:HGNC:41628]	MIR4485	hsa-mir-4485
chr11	11656651	11656722	-	ENSG00000266645	microRNA 4299 [Source:HGNC Symbol;Acc:HGNC:38329]	MIR4299	hsa-mir-4299
chr11	11783135	11783222	-	ENSG00000278529	microRNA 8070 [Source:HGNC Symbol;Acc:HGNC:50274]	MIR8070	hsa-mir-8070
chr11	12163683	12163767	+	ENSG00000275373	microRNA 6124 [Source:HGNC Symbol;Acc:HGNC:50200]	MIR6124	hsa-mir-6124
chr11	15969533	15969621	-	ENSG00000284094	microRNA 6073 [Source:HGNC Symbol;Acc:HGNC:50128]	MIR6073	hsa-mir-6073
chr11	18387787	18387860	+	ENSG00000264603	microRNA 3159 [Source:HGNC Symbol;Acc:HGNC:38181]	MIR3159	hsa-mir-3159
chr11	19575310	19575372	+	ENSG00000265210	microRNA 4486 [Source:HGNC Symbol;Acc:HGNC:41566]	MIR4486	hsa-mir-4486
chr11	19760004	19760083	-	ENSG00000264309	microRNA 4694 [Source:HGNC Symbol;Acc:HGNC:41586]	MIR4694	hsa-mir-4694
chr11	23419105	23419190	-	ENSG00000275868	microRNA 8054 [Source:HGNC Symbol;Acc:HGNC:50177]	MIR8054	hsa-mir-8054
chr11	27514970	27515047	-	ENSG00000278483	microRNA 8087 [Source:HGNC Symbol;Acc:HGNC:50059]	MIR8087	hsa-mir-8087
chr11	28056815	28056910	+	ENSG00000207874	microRNA 610 [Source:HGNC Symbol;Acc:HGNC:32866]	MIR610	hsa-mir-610
chr11	28477481	28477548	-	ENSG00000273912	microRNA 8068 [Source:HGNC Symbol;Acc:HGNC:50238]	MIR8068	hsa-mir-8068
chr11	34941837	34941920	+	ENSG00000251862	microRNA 1343 [Source:HGNC Symbol;Acc:HGNC:41902]	MIR1343	hsa-mir-1343
chr11	36010098	36010204	+	ENSG00000263389	microRNA 3973 [Source:HGNC Symbol;Acc:HGNC:41756]	MIR3973	hsa-mir-3973
chr11	43559656	43559753	+	ENSG00000211568	microRNA 670 [Source:HGNC Symbol;Acc:HGNC:37304]	MIR670	hsa-mir-670
chr11	43581394	43581483	+	ENSG00000199077	microRNA 129-2 [Source:HGNC Symbol;Acc:HGNC:31513]	MIR129-2	hsa-mir-129-2
chr11	45691704	45691776	-	ENSG00000276639	microRNA 7154 [Source:HGNC Symbol;Acc:HGNC:49972]	MIR7154	hsa-mir-7154
chr11	46376402	46376484	+	ENSG00000264102	microRNA 4688 [Source:HGNC Symbol;Acc:HGNC:41897]	MIR4688	hsa-mir-4688
chr11	46451807	46451887	+	ENSG00000283497	microRNA 3160-2 [Source:HGNC Symbol;Acc:HGNC:38192]	MIR3160-2	hsa-mir-3160-2
chr11	46753125	46753192	-	ENSG00000263540	microRNA 5582 [Source:HGNC Symbol;Acc:HGNC:43461]	MIR5582	hsa-mir-5582
chr11	47179611	47179737	-	ENSG00000275208	microRNA 6745 [Source:HGNC Symbol;Acc:HGNC:50106]	MIR6745	hsa-mir-6745
chr11	47400970	47401042	+	ENSG00000264583	microRNA 4487 [Source:HGNC Symbol;Acc:HGNC:41851]	MIR4487	hsa-mir-4487
chr11	48096782	48096858	+	ENSG00000263693	microRNA 3161 [Source:HGNC Symbol;Acc:HGNC:38285]	MIR3161	hsa-mir-3161
chr11	56743873	56743981	+	ENSG00000274770	microRNA 6128 [Source:HGNC Symbol;Acc:HGNC:50109]	MIR6128	hsa-mir-6128
chr11	57641198	57641286	+	ENSG00000208009	microRNA 130a [Source:HGNC Symbol;Acc:HGNC:31514]	MIR130A	hsa-mir-130a
chr11	59595077	59595158	-	ENSG00000264559	microRNA 3162 [Source:HGNC Symbol;Acc:HGNC:38271]	MIR3162	hsa-mir-3162
chr11	60209071	60209156	-	ENSG00000275344	microRNA 6503 [Source:HGNC Symbol;Acc:HGNC:49968]	MIR6503	hsa-mir-6503
chr11	61508596	61508657	+	ENSG00000266006	microRNA 4488 [Source:HGNC Symbol;Acc:HGNC:41599]	MIR4488	hsa-mir-4488
chr11	61792495	61792561	-	ENSG00000284108	microRNA 611 [Source:HGNC Symbol;Acc:HGNC:32867]	MIR611	hsa-mir-611
chr11	61815161	61815240	-	ENSG00000284416	microRNA 1908 [Source:HGNC Symbol;Acc:HGNC:35392]	MIR1908	hsa-mir-1908
chr11	61878216	61878278	-	ENSG00000277892	microRNA 6746 [Source:HGNC Symbol;Acc:HGNC:49925]	MIR6746	hsa-mir-6746
chr11	62567011	62567071	-	ENSG00000276102	microRNA 6747 [Source:HGNC Symbol;Acc:HGNC:50027]	MIR6747	hsa-mir-6747
chr11	62789815	62789885	+	ENSG00000284535	microRNA 6748 [Source:HGNC Symbol;Acc:HGNC:50141]	MIR6748	hsa-mir-6748
chr11	62792702	62792771	-	ENSG00000274066	microRNA 6514 [Source:HGNC Symbol;Acc:HGNC:50147]	MIR6514	hsa-mir-6514
chr11	64341849	64341904	-	ENSG00000278359	microRNA 7155 [Source:HGNC Symbol;Acc:HGNC:50005]	MIR7155	hsa-mir-7155
chr11	64368602	64368703	+	ENSG00000221273	microRNA 1237 [Source:HGNC Symbol;Acc:HGNC:33927]	MIR1237	hsa-mir-1237
chr11	64891137	64891246	-	ENSG00000283926	microRNA 192 [Source:HGNC Symbol;Acc:HGNC:31562]	MIR192	hsa-mir-192
chr11	64891355	64891439	-	ENSG00000284155	microRNA 194-2 [Source:HGNC Symbol;Acc:HGNC:31565]	MIR194-2	hsa-mir-194-2
chr11	64898363	64898437	-	ENSG00000274986	microRNA 6750 [Source:HGNC Symbol;Acc:HGNC:49965]	MIR6750	hsa-mir-6750
chr11	64902387	64902455	-	ENSG00000274314	microRNA 6749 [Source:HGNC Symbol;Acc:HGNC:50087]	MIR6749	hsa-mir-6749
chr11	65018505	65018570	+	ENSG00000278851	microRNA 6879 [Source:HGNC Symbol;Acc:HGNC:49957]	MIR6879	hsa-mir-6879
chr11	65129916	65129978	-	ENSG00000284489	microRNA 6751 [Source:HGNC Symbol;Acc:HGNC:49983]	MIR6751	hsa-mir-6751
chr11	65444458	65444557	+	ENSG00000283791	microRNA 612 [Source:HGNC Symbol;Acc:HGNC:32868]	MIR612	hsa-mir-612
chr11	65636310	65636369	+	ENSG00000266041	microRNA 4690 [Source:HGNC Symbol;Acc:HGNC:41707]	MIR4690	hsa-mir-4690
chr11	65649192	65649253	+	ENSG00000265874	microRNA 4489 [Source:HGNC Symbol;Acc:HGNC:41685]	MIR4489	hsa-mir-4489
chr11	66934434	66934506	-	ENSG00000266423	microRNA 3163 [Source:HGNC Symbol;Acc:HGNC:38209]	MIR3163	hsa-mir-3163
chr11	67045643	67045708	+	ENSG00000283326	microRNA 6860 [Source:HGNC Symbol;Acc:HGNC:50086]	MIR6860	hsa-mir-6860
chr11	67490245	67490315	+	ENSG00000276769	microRNA 6752 [Source:HGNC Symbol;Acc:HGNC:50020]	MIR6752	hsa-mir-6752
chr11	68032864	68032922	+	ENSG00000284293	microRNA 7113 [Source:HGNC Symbol;Acc:HGNC:49947]	MIR7113	hsa-mir-7113
chr11	68033897	68033981	+	ENSG00000284435	microRNA 4691 [Source:HGNC Symbol;Acc:HGNC:41796]	MIR4691	hsa-mir-4691
chr11	68044794	68044957	+	ENSG00000275022	microRNA 6753 [Source:HGNC Symbol;Acc:HGNC:50255]	MIR6753	hsa-mir-6753
chr11	69083176	69083258	+	ENSG00000265539	microRNA 3164 [Source:HGNC Symbol;Acc:HGNC:38288]	MIR3164	hsa-mir-3164
chr11	70283955	70284070	+	ENSG00000221333	microRNA 548k [Source:HGNC Symbol;Acc:HGNC:35285]	MIR548K	hsa-mir-548k
chr11	70872270	70872368	-	ENSG00000263744	microRNA 3664 [Source:HGNC Symbol;Acc:HGNC:38899]	MIR3664	hsa-mir-3664
chr11	71473503	71473568	+	ENSG00000278349	microRNA 6754 [Source:HGNC Symbol;Acc:HGNC:50203]	MIR6754	hsa-mir-6754
chr11	72072228	72072302	-	ENSG00000263742	microRNA 3165 [Source:HGNC Symbol;Acc:HGNC:38335]	MIR3165	hsa-mir-3165
chr11	72615063	72615130	-	ENSG00000272036	microRNA 139 [Source:HGNC Symbol;Acc:HGNC:31526]	MIR139	hsa-mir-139
chr11	72783530	72783592	+	ENSG00000265064	microRNA 4692 [Source:HGNC Symbol;Acc:HGNC:41856]	MIR4692	hsa-mir-4692
chr11	74399237	74399333	+	ENSG00000264402	microRNA 548al [Source:HGNC Symbol;Acc:HGNC:41736]	MIR548AL	hsa-mir-548al
chr11	74720268	74720337	-	ENSG00000265902	microRNA 4696 [Source:HGNC Symbol;Acc:HGNC:41780]	MIR4696	hsa-mir-4696
chr11	75335092	75335186	-	ENSG00000199090	microRNA 326 [Source:HGNC Symbol;Acc:HGNC:31769]	MIR326	hsa-mir-326
chr11	79402022	79402109	-	ENSG00000211997	microRNA 708 [Source:HGNC Symbol;Acc:HGNC:33654]	MIR708	hsa-mir-708
chr11	79422169	79422226	-	ENSG00000266570	microRNA 5579 [Source:HGNC Symbol;Acc:HGNC:43485]	MIR5579	hsa-mir-5579
chr11	81890741	81890836	-	ENSG00000264110	microRNA 4300 [Source:HGNC Symbol;Acc:HGNC:38184]	MIR4300	hsa-mir-4300
chr11	86278333	86278398	+	ENSG00000283744	microRNA 6755 [Source:HGNC Symbol;Acc:HGNC:50224]	MIR6755	hsa-mir-6755
chr11	88176502	88176593	+	ENSG00000266581	microRNA 3166 [Source:HGNC Symbol;Acc:HGNC:38386]	MIR3166	hsa-mir-3166
chr11	90555774	90555857	-	ENSG00000266703	microRNA 4490 [Source:HGNC Symbol;Acc:HGNC:41871]	MIR4490	hsa-mir-4490
chr11	90869121	90869202	-	ENSG00000221586	microRNA 1261 [Source:HGNC Symbol;Acc:HGNC:35327]	MIR1261	hsa-mir-1261
chr11	93733674	93733764	-	ENSG00000284458	microRNA 1304 [Source:HGNC Symbol;Acc:HGNC:35302]	MIR1304	hsa-mir-1304
chr11	94466495	94466580	-	ENSG00000221230	microRNA 548l [Source:HGNC Symbol;Acc:HGNC:35292]	MIR548L	hsa-mir-548l
chr11	96341438	96341526	+	ENSG00000266192	microRNA 1260b [Source:HGNC Symbol;Acc:HGNC:38258]	MIR1260B	hsa-mir-1260b
chr11	101519820	101519905	-	ENSG00000263885	microRNA 3920 [Source:HGNC Symbol;Acc:HGNC:38974]	MIR3920	hsa-mir-3920
chr11	103849906	103849980	+	ENSG00000264200	microRNA 4693 [Source:HGNC Symbol;Acc:HGNC:41818]	MIR4693	hsa-mir-4693
chr11	104252591	104252651	+	ENSG00000280773	microRNA 7641-1 [Source:HGNC Symbol;Acc:HGNC:49995]	MIR7641-1	hsa-mir-7641-1
chr11	111347757	111347824	+	ENSG00000264032	microRNA 4491 [Source:HGNC Symbol;Acc:HGNC:41808]	MIR4491	hsa-mir-4491
chr11	111512938	111513021	+	ENSG00000207811	microRNA 34b [Source:HGNC Symbol;Acc:HGNC:31636]	MIR34B	hsa-mir-34b
chr11	111513439	111513515	+	ENSG00000207562	microRNA 34c [Source:HGNC Symbol;Acc:HGNC:31637]	MIR34C	hsa-mir-34c
chr11	113450023	113450088	-	ENSG00000265140	microRNA 4301 [Source:HGNC Symbol;Acc:HGNC:38323]	MIR4301	hsa-mir-4301
chr11	118644000	118644079	+	ENSG00000284246	microRNA 6716 [Source:HGNC Symbol;Acc:HGNC:50048]	MIR6716	hsa-mir-6716
chr11	118910708	118910787	+	ENSG00000264211	microRNA 4492 [Source:HGNC Symbol;Acc:HGNC:41563]	MIR4492	hsa-mir-4492
chr11	119018944	119019012	+	ENSG00000283704	microRNA 3656 [Source:HGNC Symbol;Acc:HGNC:38889]	MIR3656	hsa-mir-3656
chr11	119312950	119313012	-	ENSG00000284148	microRNA 6756 [Source:HGNC Symbol;Acc:HGNC:49974]	MIR6756	hsa-mir-6756
chr11	122099757	122099844	-	ENSG00000207971	microRNA 125b-1 [Source:HGNC Symbol;Acc:HGNC:31506]	MIR125B1	hsa-mir-125b-1
chr11	122146522	122146593	-	ENSG00000198975	microRNA let-7a-2 [Source:HGNC Symbol;Acc:HGNC:31477]	MIRLET7A2	hsa-let-7a-2
chr11	122152229	122152308	-	ENSG00000207994	microRNA 100 [Source:HGNC Symbol;Acc:HGNC:31487]	MIR100	hsa-mir-100
chr11	123381440	123381512	-	ENSG00000265357	microRNA 4493 [Source:HGNC Symbol;Acc:HGNC:41778]	MIR4493	hsa-mir-4493
chr11	126988458	126988542	-	ENSG00000266215	microRNA 3167 [Source:HGNC Symbol;Acc:HGNC:38242]	MIR3167	hsa-mir-3167
chr11	128522390	128522449	+	ENSG00000276176	microRNA 6090 [Source:HGNC Symbol;Acc:HGNC:50204]	MIR6090	hsa-mir-6090
chr11	130666735	130666803	+	ENSG00000274999	microRNA 8052 [Source:HGNC Symbol;Acc:HGNC:50252]	MIR8052	hsa-mir-8052
chr11	133898504	133898581	-	ENSG00000284020	microRNA 4697 [Source:HGNC Symbol;Acc:HGNC:41570]	MIR4697	hsa-mir-4697
chr12	1660315	1660380	-	ENSG00000266043	microRNA 3649 [Source:HGNC Symbol;Acc:HGNC:38948]	MIR3649	hsa-mir-3649
chr12	6963699	6963766	+	ENSG00000207713	microRNA 200c [Source:HGNC Symbol;Acc:HGNC:31580]	MIR200C	hsa-mir-200c
chr12	6964097	6964191	+	ENSG00000207708	microRNA 141 [Source:HGNC Symbol;Acc:HGNC:31528]	MIR141	hsa-mir-141
chr12	12764649	12764743	+	ENSG00000207983	microRNA 613 [Source:HGNC Symbol;Acc:HGNC:32869]	MIR613	hsa-mir-613
chr12	12915829	12915918	+	ENSG00000283759	microRNA 614 [Source:HGNC Symbol;Acc:HGNC:32870]	MIR614	hsa-mir-614
chr12	17673299	17673394	+	ENSG00000283665	microRNA 3974 [Source:HGNC Symbol;Acc:HGNC:41672]	MIR3974	hsa-mir-3974
chr12	24212421	24212495	+	ENSG00000216192	microRNA 920 [Source:HGNC Symbol;Acc:HGNC:33670]	MIR920	hsa-mir-920
chr12	25874020	25874079	-	ENSG00000283603	microRNA 4302 [Source:HGNC Symbol;Acc:HGNC:38185]	MIR4302	hsa-mir-4302
chr12	42323700	42323859	-	ENSG00000278520	microRNA 7851 [Source:HGNC Symbol;Acc:HGNC:50127]	MIR7851	hsa-mir-7851
chr12	47187812	47187891	+	ENSG00000263838	microRNA 4698 [Source:HGNC Symbol;Acc:HGNC:41867]	MIR4698	hsa-mir-4698
chr12	47364186	47364269	-	ENSG00000264906	microRNA 4494 [Source:HGNC Symbol;Acc:HGNC:41731]	MIR4494	hsa-mir-4494
chr12	48132797	48132867	+	ENSG00000275770	microRNA 6505 [Source:HGNC Symbol;Acc:HGNC:50104]	MIR6505	hsa-mir-6505
chr12	48654444	48654530	-	ENSG00000281842	microRNA 1291 [Source:HGNC Symbol;Acc:HGNC:35284]	MIR1291	hsa-mir-1291
chr12	48771975	48772037	-	ENSG00000264201	microRNA 4701 [Source:HGNC Symbol;Acc:HGNC:41627]	MIR4701	hsa-mir-4701
chr12	50234142	50234212	-	ENSG00000221604	microRNA 1293 [Source:HGNC Symbol;Acc:HGNC:35286]	MIR1293	hsa-mir-1293
chr12	53056944	53057012	+	ENSG00000278108	microRNA 6757 [Source:HGNC Symbol;Acc:HGNC:50160]	MIR6757	hsa-mir-6757
chr12	53991738	53991847	+	ENSG00000207924	microRNA 196a-2 [Source:HGNC Symbol;Acc:HGNC:31568]	MIR196A2	hsa-mir-196a-2
chr12	54033950	54034045	+	ENSG00000207571	microRNA 615 [Source:HGNC Symbol;Acc:HGNC:32871]	MIR615	hsa-mir-615
chr12	54231397	54231476	-	ENSG00000283803	microRNA 3198-2 [Source:HGNC Symbol;Acc:HGNC:41766]	MIR3198-2	hsa-mir-3198-2
chr12	54337216	54337314	+	ENSG00000199122	microRNA 148b [Source:HGNC Symbol;Acc:HGNC:31761]	MIR148B	hsa-mir-148b
chr12	57194504	57194576	+	ENSG00000221365	microRNA 1228 [Source:HGNC Symbol;Acc:HGNC:33928]	MIR1228	hsa-mir-1228
chr12	57512688	57512750	+	ENSG00000284152	microRNA 6758 [Source:HGNC Symbol;Acc:HGNC:50038]	MIR6758	hsa-mir-6758
chr12	57519163	57519259	-	ENSG00000208028	microRNA 616 [Source:HGNC Symbol;Acc:HGNC:32872]	MIR616	hsa-mir-616
chr12	57748618	57748682	-	ENSG00000283621	microRNA 6759 [Source:HGNC Symbol;Acc:HGNC:50063]	MIR6759	hsa-mir-6759
chr12	57824609	57824692	-	ENSG00000207789	microRNA 26a-2 [Source:HGNC Symbol;Acc:HGNC:31611]	MIR26A2	hsa-mir-26a-2
chr12	62260359	62260454	+	ENSG00000284360	microRNA 6125 [Source:HGNC Symbol;Acc:HGNC:49931]	MIR6125	hsa-mir-6125
chr12	62603686	62603769	+	ENSG00000199179	microRNA let-7i [Source:HGNC Symbol;Acc:HGNC:31486]	MIRLET7I	hsa-let-7i
chr12	66023620	66023726	-	ENSG00000276878	microRNA 6074 [Source:HGNC Symbol;Acc:HGNC:50060]	MIR6074	hsa-mir-6074
chr12	66251082	66251157	+	ENSG00000284011	microRNA 6502 [Source:HGNC Symbol;Acc:HGNC:50062]	MIR6502	hsa-mir-6502
chr12	69273157	69273218	-	ENSG00000283476	microRNA 1279 [Source:HGNC Symbol;Acc:HGNC:35357]	MIR1279	hsa-mir-1279
chr12	69584723	69584822	+	ENSG00000283677	microRNA 3913-2 [Source:HGNC Symbol;Acc:HGNC:38953]	MIR3913-2	hsa-mir-3913-2
chr12	79419257	79419321	+	ENSG00000221788	microRNA 1252 [Source:HGNC Symbol;Acc:HGNC:35365]	MIR1252	hsa-mir-1252
chr12	80832533	80832629	-	ENSG00000207763	microRNA 617 [Source:HGNC Symbol;Acc:HGNC:32873]	MIR617	hsa-mir-617
chr12	80935736	80935833	-	ENSG00000208022	microRNA 618 [Source:HGNC Symbol;Acc:HGNC:32874]	MIR618	hsa-mir-618
chr12	81158388	81158461	+	ENSG00000265227	microRNA 4699 [Source:HGNC Symbol;Acc:HGNC:41636]	MIR4699	hsa-mir-4699
chr12	94561789	94561859	+	ENSG00000266099	microRNA 5700 [Source:HGNC Symbol;Acc:HGNC:43521]	MIR5700	hsa-mir-5700
chr12	94571231	94571352	-	ENSG00000283818	microRNA 7844 [Source:HGNC Symbol;Acc:HGNC:50044]	MIR7844	hsa-mir-7844
chr12	94834398	94834513	+	ENSG00000283998	microRNA 492 [Source:HGNC Symbol;Acc:HGNC:32081]	MIR492	hsa-mir-492
chr12	95308420	95308513	+	ENSG00000199172	microRNA 331 [Source:HGNC Symbol;Acc:HGNC:31772]	MIR331	hsa-mir-331
chr12	95309923	95309984	+	ENSG00000265917	microRNA 3685 [Source:HGNC Symbol;Acc:HGNC:38886]	MIR3685	hsa-mir-3685
chr12	97491909	97491978	+	ENSG00000221479	microRNA 1251 [Source:HGNC Symbol;Acc:HGNC:35317]	MIR1251	hsa-mir-1251
chr12	97563812	97563911	+	ENSG00000207586	microRNA 135a-2 [Source:HGNC Symbol;Acc:HGNC:31521]	MIR135A2	hsa-mir-135a-2
chr12	97939056	97939121	-	ENSG00000265861	microRNA 4495 [Source:HGNC Symbol;Acc:HGNC:41693]	MIR4495	hsa-mir-4495
chr12	97995383	97995448	-	ENSG00000263890	microRNA 4303 [Source:HGNC Symbol;Acc:HGNC:38256]	MIR4303	hsa-mir-4303
chr12	100189884	100189949	+	ENSG00000221476	microRNA 1827 [Source:HGNC Symbol;Acc:HGNC:35391]	MIR1827	hsa-mir-1827
chr12	103930425	103930555	+	ENSG00000284503	microRNA 3652 [Source:HGNC Symbol;Acc:HGNC:38894]	MIR3652	hsa-mir-3652
chr12	104591633	104591716	+	ENSG00000264295	microRNA 3922 [Source:HGNC Symbol;Acc:HGNC:38895]	MIR3922	hsa-mir-3922
chr12	108635810	108635870	+	ENSG00000284388	microRNA 4496 [Source:HGNC Symbol;Acc:HGNC:41569]	MIR4496	hsa-mir-4496
chr12	108836908	108837006	-	ENSG00000207622	microRNA 619 [Source:HGNC Symbol;Acc:HGNC:32875]	MIR619	hsa-mir-619
chr12	109833348	109833436	+	ENSG00000263510	microRNA 4497 [Source:HGNC Symbol;Acc:HGNC:41737]	MIR4497	hsa-mir-4497
chr12	111304142	111304209	+	ENSG00000273700	microRNA 6760 [Source:HGNC Symbol;Acc:HGNC:49955]	MIR6760	hsa-mir-6760
chr12	111799834	111799905	+	ENSG00000274697	microRNA 6761 [Source:HGNC Symbol;Acc:HGNC:49949]	MIR6761	hsa-mir-6761
chr12	112037599	112037715	-	ENSG00000266370	microRNA 3657 [Source:HGNC Symbol;Acc:HGNC:38906]	MIR3657	hsa-mir-3657
chr12	112163258	112163321	-	ENSG00000283793	microRNA 6861 [Source:HGNC Symbol;Acc:HGNC:50129]	MIR6861	hsa-mir-6861
chr12	112695034	112695176	-	ENSG00000283507	microRNA 1302-1 [Source:HGNC Symbol;Acc:HGNC:35293]	MIR1302-1	hsa-mir-1302-1
chr12	113159113	113159177	-	ENSG00000276908	microRNA 7106 [Source:HGNC Symbol;Acc:HGNC:50085]	MIR7106	hsa-mir-7106
chr12	113291523	113291608	+	ENSG00000274822	microRNA 6762 [Source:HGNC Symbol;Acc:HGNC:50168]	MIR6762	hsa-mir-6762
chr12	116148560	116148654	-	ENSG00000207967	microRNA 620 [Source:HGNC Symbol;Acc:HGNC:32876]	MIR620	hsa-mir-620
chr12	116428252	116428318	-	ENSG00000264037	microRNA 4472-2 [Source:HGNC Symbol;Acc:HGNC:41752]	MIR4472-2	hsa-mir-4472-2
chr12	119713634	119713724	-	ENSG00000283768	microRNA 1178 [Source:HGNC Symbol;Acc:HGNC:35259]	MIR1178	hsa-mir-1178
chr12	120155434	120155499	-	ENSG00000266704	microRNA 4498 [Source:HGNC Symbol;Acc:HGNC:41838]	MIR4498	hsa-mir-4498
chr12	120723193	120723266	+	ENSG00000284143	microRNA 4700 [Source:HGNC Symbol;Acc:HGNC:41806]	MIR4700	hsa-mir-4700
chr12	121444273	121444352	-	ENSG00000284402	microRNA 7107 [Source:HGNC Symbol;Acc:HGNC:50006]	MIR7107	hsa-mir-7107
