chr	start	end	strand	ens_id	description	symbol
chr1	15756607	15786594	+	ENSG00000162458	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	FBLIM1
chr1	15807169	15809348	-	ENSG00000233954	ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol;Acc:HGNC:51714]	UQCRHL
chr1	15847864	15940460	+	ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	SPEN
chr1	15941869	15976132	-	ENSG00000116809	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	ZBTB17
chr1	16004236	16008807	+	ENSG00000183888	chromosome 1 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28339]	C1orf64
chr1	16014028	16019594	-	ENSG00000173641	heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]	HSPB7
chr1	16018875	16034050	+	ENSG00000186510	chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]	CLCNKA
chr1	16043736	16057308	+	ENSG00000184908	chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]	CLCNKB
chr1	16057769	16073632	-	ENSG00000185519	family with sequence similarity 131 member C [Source:HGNC Symbol;Acc:HGNC:26717]	FAM131C
chr1	16124337	16156087	-	ENSG00000142627	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]	EPHA2
chr1	16197854	16212609	-	ENSG00000142632	Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]	ARHGEF19
chr1	16231700	16237162	-	ENSG00000132881	REM2 and RAB like small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:28127]	RSG1
chr1	16246839	16352454	-	ENSG00000037637	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]	FBXO42
chr1	16352575	16398145	+	ENSG00000055070	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]	SZRD1
chr1	16387117	16437424	-	ENSG00000187144	spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]	SPATA21
chr1	16440672	16460078	+	ENSG00000157191	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]	NECAP2
chr1	16539066	16539575	+	ENSG00000268991	family with sequence similarity 231 member B [Source:HGNC Symbol;Acc:HGNC:49506]	FAM231B
chr1	16562319	16613562	-	ENSG00000219481	neuroblastoma breakpoint family member 1 [Source:HGNC Symbol;Acc:HGNC:26088]	NBPF1
chr1	16673003	16673512	+	ENSG00000237847	family with sequence similarity 231 member A [Source:HGNC Symbol;Acc:HGNC:49427]	FAM231A
chr1	16733951	16734461	-	ENSG00000279132	family with sequence similarity 231 member C [Source:HGNC Symbol;Acc:HGNC:49508]	FAM231C
chr1	16740273	16972979	+	ENSG00000058453	ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]	CROCC
chr1	16974502	16980835	-	ENSG00000117122	microfibrillar associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]	MFAP2
chr1	16985958	17011928	-	ENSG00000159363	ATPase 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]	ATP13A2
chr1	17018722	17054170	-	ENSG00000117118	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]	SDHB
chr1	17066761	17119435	-	ENSG00000117115	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	PADI2
chr1	17205126	17246005	+	ENSG00000142623	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]	PADI1
chr1	17249098	17284233	+	ENSG00000142619	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	PADI3
chr1	17308195	17364004	+	ENSG00000159339	peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]	PADI4
chr1	17372196	17401699	+	ENSG00000276747	peptidyl arginine deiminase 6 [Source:HGNC Symbol;Acc:HGNC:20449]	PADI6
chr1	17406760	17439724	-	ENSG00000179051	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]	RCC2
chr1	17539835	17697874	+	ENSG00000074964	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]	ARHGEF10L
chr1	17755313	17827063	+	ENSG00000117148	actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018]	ACTL8
chr1	18107746	18378483	+	ENSG00000117154	immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]	IGSF21
chr1	18480982	18486126	+	ENSG00000179023	kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]	KLHDC7A
chr1	18631006	18748866	+	ENSG00000009709	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	PAX7
chr1	18839599	18859682	-	ENSG00000179002	taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]	TAS1R2
chr1	18871430	18902781	-	ENSG00000159423	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]	ALDH4A1
chr1	18904281	18956686	-	ENSG00000169991	intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]	IFFO2
chr1	19074506	19210276	-	ENSG00000127481	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]	UBR4
chr1	19215664	19251552	-	ENSG00000127463	ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]	EMC1
chr1	19251539	19260128	+	ENSG00000053372	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]	MRTO4
chr1	19282558	19289250	-	ENSG00000162482	aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]	AKR7A3
chr1	19303965	19312146	-	ENSG00000053371	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]	AKR7A2
chr1	19312326	19329300	+	ENSG00000040487	PQ loop repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:26001]	PQLC2
chr1	19338776	19485539	-	ENSG00000077549	capping actin protein of muscle Z-line beta subunit [Source:HGNC Symbol;Acc:HGNC:1491]	CAPZB
chr1	19596977	19629821	+	ENSG00000173436	mitochondrial inner membrane organizing system 1 [Source:HGNC Symbol;Acc:HGNC:32068]	MINOS1
chr1	19596979	19658056	+	ENSG00000270136	MINOS1-NBL1 readthrough [Source:HGNC Symbol;Acc:HGNC:48338]	MINOS1-NBL1
chr1	19640554	19658456	+	ENSG00000158747	neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	NBL1
chr1	19665287	19679562	+	ENSG00000158748	5-hydroxytryptamine receptor 6 [Source:HGNC Symbol;Acc:HGNC:5301]	HTR6
chr1	19682213	19799945	-	ENSG00000162542	transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]	TMCO4
chr1	19814029	19815278	-	ENSG00000178828	ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]	RNF186
chr1	19882513	19912945	+	ENSG00000169914	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	OTUD3
chr1	19920009	19923617	-	ENSG00000188784	phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]	PLA2G2E
chr1	19975431	19980416	-	ENSG00000188257	phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]	PLA2G2A
chr1	20028179	20091190	+	ENSG00000127472	phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]	PLA2G5
chr1	20111939	20119566	-	ENSG00000117215	phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033]	PLA2G2D
chr1	20139326	20150386	+	ENSG00000158786	phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040]	PLA2G2F
chr1	20161253	20177424	-	ENSG00000187980	phospholipase A2 group IIC [Source:HGNC Symbol;Acc:HGNC:9032]	PLA2G2C
chr1	20186085	20196048	+	ENSG00000162543	UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354]	UBXN10
chr1	20290919	20354894	+	ENSG00000158816	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	VWA5B1
chr1	20482391	20486220	-	ENSG00000162545	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]	CAMK2N1
chr1	20499448	20508161	-	ENSG00000090432	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	MUL1
chr1	20552439	20555010	+	ENSG00000183114	family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]	FAM43B
chr1	20588948	20618908	+	ENSG00000158825	cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]	CDA
chr1	20633455	20651511	+	ENSG00000158828	PTEN induced putative kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]	PINK1
chr1	20651767	20661544	-	ENSG00000244038	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728]	DDOST
chr1	20664014	20718017	-	ENSG00000117245	kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]	KIF17
chr1	20719732	20732837	-	ENSG00000189410	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	SH2D5
chr1	20742661	20787323	-	ENSG00000127483	heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]	HP1BP3
chr1	20806292	21176888	-	ENSG00000075151	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]	EIF4G3
chr1	21217247	21345504	-	ENSG00000117298	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]	ECE1
chr1	21440128	21485005	+	ENSG00000142794	neuroblastoma breakpoint family member 3 [Source:HGNC Symbol;Acc:HGNC:25076]	NBPF3
chr1	21509372	21578412	+	ENSG00000162551	alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]	ALPL
chr1	21596215	21669363	-	ENSG00000076864	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	RAP1GAP
chr1	21678298	21783606	-	ENSG00000090686	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]	USP48
chr1	21812265	21825221	+	ENSG00000187942	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]	LDLRAD2
chr1	21822245	21937297	-	ENSG00000142798	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]	HSPG2
chr1	21977021	21998642	+	ENSG00000219073	chymotrypsin like elastase family member 3B [Source:HGNC Symbol;Acc:HGNC:15945]	CELA3B
chr1	22001656	22012539	+	ENSG00000142789	chymotrypsin like elastase family member 3A [Source:HGNC Symbol;Acc:HGNC:15944]	CELA3A
chr1	22052627	22092946	+	ENSG00000070831	cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]	CDC42
chr1	22117305	22143969	-	ENSG00000162552	Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]	WNT4
chr1	22451851	22531157	+	ENSG00000184677	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]	ZBTB40
chr1	22563564	22603594	+	ENSG00000070886	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]	EPHA8
chr1	22636506	22639608	+	ENSG00000173372	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	C1QA
chr1	22643630	22648110	+	ENSG00000159189	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	C1QC
chr1	22652762	22661538	+	ENSG00000173369	complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]	C1QB
chr1	22710839	22921500	+	ENSG00000133216	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	EPHB2
chr1	22953043	22965338	-	ENSG00000215906	lactamase beta like 1 [Source:HGNC Symbol;Acc:HGNC:35445]	LACTBL1
chr1	23010834	23015850	-	ENSG00000227868	chromosome 1 open reading frame 234 [Source:HGNC Symbol;Acc:HGNC:44651]	C1orf234
chr1	23019448	23083689	+	ENSG00000004487	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]	KDM1A
chr1	23084023	23177808	-	ENSG00000169641	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]	LUZP1
chr1	23191895	23194729	-	ENSG00000179546	5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]	HTR1D
chr1	23303771	23344336	-	ENSG00000125944	heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]	HNRNPR
chr1	23359448	23369442	-	ENSG00000125945	zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]	ZNF436
chr1	23381061	23424740	-	ENSG00000204219	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]	TCEA3
chr1	23428563	23484568	-	ENSG00000088280	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]	ASAP3
chr1	23506430	23531220	-	ENSG00000007968	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	E2F2
chr1	23557918	23559794	-	ENSG00000117318	inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]	ID3
chr1	23581495	23640568	+	ENSG00000197880	myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:HGNC:29633]	MDS2
chr1	23691779	23696425	+	ENSG00000142676	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]	RPL11
chr1	23743155	23762059	+	ENSG00000011007	transcription elongation factor B subunit 3 [Source:HGNC Symbol;Acc:HGNC:11620]	TCEB3
chr1	23778405	23788232	+	ENSG00000057757	PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]	PITHD1
chr1	23790970	23795539	+	ENSG00000011009	lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]	LYPLA2
chr1	23795599	23800804	-	ENSG00000117308	UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]	GALE
chr1	23801885	23838620	-	ENSG00000117305	3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]	HMGCL
chr1	23845077	23868294	-	ENSG00000179163	fucosidase, alpha-L- 1, tissue [Source:HGNC Symbol;Acc:HGNC:4006]	FUCA1
chr1	23870526	23913362	-	ENSG00000188822	cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]	CNR2
chr1	23959109	23963462	+	ENSG00000189266	proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]	PNRC2
chr1	23964804	23980927	-	ENSG00000188529	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]	SRSF10
chr1	24056035	24112175	-	ENSG00000142661	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]	MYOM3
chr1	24119771	24143121	-	ENSG00000142677	interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]	IL22RA1
chr1	24154157	24187959	-	ENSG00000185436	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]	IFNLR1
chr1	24319322	24364482	+	ENSG00000158055	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]	GRHL3
chr1	24356999	24416934	-	ENSG00000001460	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	STPG1
chr1	24415794	24472976	+	ENSG00000001461	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	NIPAL3
chr1	24502351	24541040	+	ENSG00000117602	RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]	RCAN3
chr1	24556111	24609328	+	ENSG00000184454	non-compact myelin associated protein [Source:HGNC Symbol;Acc:HGNC:29332]	NCMAP
chr1	24631716	24673267	+	ENSG00000133226	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]	SRRM1
chr1	24745357	24844324	+	ENSG00000169504	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	CLIC4
chr1	24899511	24965121	-	ENSG00000020633	runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	RUNX3
chr1	25222679	25232502	-	ENSG00000117614	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]	SYF2
chr1	25242237	25338213	-	ENSG00000117616	arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]	RSRP1
chr1	25272393	25330445	+	ENSG00000187010	Rh blood group D antigen [Source:HGNC Symbol;Acc:HGNC:10009]	RHD
chr1	25337917	25362361	+	ENSG00000183726	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]	TMEM50A
chr1	25362249	25430192	-	ENSG00000188672	Rh blood group CcEe antigens [Source:HGNC Symbol;Acc:HGNC:10008]	RHCE
chr1	25430858	25500209	+	ENSG00000204178	transmembrane protein 57 [Source:HGNC Symbol;Acc:HGNC:25572]	TMEM57
chr1	25543580	25568886	+	ENSG00000157978	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]	LDLRAP1
chr1	25617468	25786207	+	ENSG00000117643	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	MAN1C1
chr1	25800176	25818224	+	ENSG00000162430	selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]	SELENON
chr1	25818640	25832942	+	ENSG00000117640	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]	MTFR1L
chr1	25831913	25859458	-	ENSG00000127423	aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]	AUNIP
chr1	25861210	25871253	-	ENSG00000182749	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]	PAQR7
chr1	25884181	25906991	-	ENSG00000117632	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	STMN1
chr1	25959767	25998157	-	ENSG00000158006	platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]	PAFAH2
chr1	26019884	26036464	+	ENSG00000158008	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	EXTL1
chr1	26037252	26046133	-	ENSG00000158014	solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013]	SLC30A2
chr1	26051304	26068436	-	ENSG00000158022	tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]	TRIM63
chr1	26111165	26125543	+	ENSG00000175087	PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]	PDIK1L
chr1	26159020	26163962	+	ENSG00000197245	family with sequence similarity 110 member D [Source:HGNC Symbol;Acc:HGNC:25860]	FAM110D
chr1	26169871	26170873	+	ENSG00000142684	zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]	ZNF593
chr1	26177403	26189886	+	ENSG00000142675	connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]	CNKSR1
chr1	26190561	26202968	+	ENSG00000188782	cation channel sperm associated 4 [Source:HGNC Symbol;Acc:HGNC:23220]	CATSPER4
chr1	26234153	26279038	+	ENSG00000130695	centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]	CEP85
chr1	26279176	26281522	+	ENSG00000142669	SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]	SH3BGRL3
chr1	26281328	26318363	-	ENSG00000158062	UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]	UBXN11
chr1	26317957	26320523	+	ENSG00000169442	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	CD52
chr1	26321859	26354130	-	ENSG00000176092	absent in melanoma 1-like [Source:HGNC Symbol;Acc:HGNC:17295]	AIM1L
chr1	26361634	26374522	-	ENSG00000176083	zinc finger protein 683 [Source:HGNC Symbol;Acc:HGNC:28495]	ZNF683
chr1	26410778	26429722	+	ENSG00000131914	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]	LIN28A
chr1	26432282	26471294	+	ENSG00000117682	dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]	DHDDS
chr1	26472450	26475972	+	ENSG00000198830	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]	HMGN2
chr1	26529761	26575030	+	ENSG00000117676	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	RPS6KA1
chr1	26693236	26782104	+	ENSG00000117713	AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]	ARID1A
chr1	26787472	26798398	+	ENSG00000060642	phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]	PIGV
chr1	26826710	26857602	+	ENSG00000204160	zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]	ZDHHC18
chr1	26863138	26864457	+	ENSG00000175793	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	SFN
chr1	26876133	26890297	-	ENSG00000142751	GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513]	GPN2
chr1	26890488	26900466	-	ENSG00000198746	G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]	GPATCH3
chr1	26900238	26946862	+	ENSG00000090273	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	NUDC
chr1	26911489	26913966	-	ENSG00000131910	nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]	NR0B2
chr1	26949562	26960406	-	ENSG00000175707	keratinocyte differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:26624]	KDF1
chr1	26993707	27000898	+	ENSG00000253368	TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	TRNP1
chr1	27005020	27012836	-	ENSG00000158246	family with sequence similarity 46 member B [Source:HGNC Symbol;Acc:HGNC:28273]	FAM46B
chr1	27098815	27166981	-	ENSG00000090020	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]	SLC9A1
chr1	27234516	27308633	+	ENSG00000142784	WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]	WDTC1
chr1	27322145	27336400	+	ENSG00000186501	transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]	TMEM222
chr1	27342020	27353937	+	ENSG00000142765	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	SYTL1
chr1	27355184	27366892	-	ENSG00000142733	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]	MAP3K6
chr1	27369112	27374824	-	ENSG00000142748	ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]	FCN3
chr1	27379176	27383380	-	ENSG00000174950	CD164 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:32043]	CD164L2
chr1	27392644	27395814	+	ENSG00000181773	G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]	GPR3
chr1	27404226	27490158	-	ENSG00000158195	WAS protein family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]	WASF2
chr1	27534035	27604431	-	ENSG00000126705	AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]	AHDC1
chr1	27612064	27635277	-	ENSG00000000938	FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]	FGR
chr1	27666061	27672218	-	ENSG00000126709	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	IFI6
chr1	27725979	27763122	+	ENSG00000009780	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]	FAM76A
chr1	27773183	27824452	+	ENSG00000117758	syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]	STX12
chr1	27830778	27851676	+	ENSG00000117751	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]	PPP1R8
chr1	27872543	27886685	+	ENSG00000130775	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	THEMIS2
chr1	27891524	27914746	-	ENSG00000117748	replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]	RPA2
chr1	27934993	27959157	+	ENSG00000130768	sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]	SMPDL3B
chr1	27959462	27968096	+	ENSG00000158156	XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]	XKR8
chr1	27970344	28088696	-	ENSG00000158161	EYA transcriptional coactivator and phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3521]	EYA3
chr1	28147166	28193936	-	ENSG00000169403	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	PTAFR
chr1	28199456	28233025	-	ENSG00000126698	DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol;Acc:HGNC:15470]	DNAJC8
chr1	28236109	28246906	+	ENSG00000130770	ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:871]	ATPIF1
chr1	28259527	28282491	+	ENSG00000130766	sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]	SESN2
