chr	start	end	strand	ens_id	description	symbol
chr1	175877343	175880468	+	ENSG00000224718	long intergenic non-protein coding RNA 1657 [Source:HGNC Symbol;Acc:HGNC:52445]	LINC01657
chr1	175904762	175920513	-	ENSG00000227740		
chr1	177351586	177366272	+	ENSG00000224968	long intergenic non-protein coding RNA 1645 [Source:HGNC Symbol;Acc:HGNC:52432]	LINC01645
chr1	177393287	177597709	-	ENSG00000227579		
chr1	177700524	177710330	+	ENSG00000236720	long intergenic non-protein coding RNA 1741 [Source:HGNC Symbol;Acc:HGNC:52529]	LINC01741
chr1	178091508	178093984	-	ENSG00000224687	RASAL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44170]	RASAL2-AS1
chr1	178542752	178548889	+	ENSG00000213057	chromosome 1 open reading frame 220 [Source:HGNC Symbol;Acc:HGNC:33805]	C1orf220
chr1	178651706	178652282	+	ENSG00000273384		
chr1	179730217	179742697	+	ENSG00000243062		
chr1	179829609	179836124	-	ENSG00000231966		
chr1	179881607	179882595	-	ENSG00000272906		
chr1	179926641	179941796	-	ENSG00000261831		
chr1	179953184	179954440	-	ENSG00000260360		
chr1	180117140	180123890	-	ENSG00000261817		
chr1	180558976	180566518	+	ENSG00000236719	ovarian adenocarcinoma amplified long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:49422]	OVAAL
chr1	180906651	180909166	+	ENSG00000225857		
chr1	181174484	181182208	+	ENSG00000237292	long intergenic non-protein coding RNA 1732 [Source:HGNC Symbol;Acc:HGNC:52520]	LINC01732
chr1	181190471	181191149	-	ENSG00000225359		
chr1	181236388	181238604	+	ENSG00000179452	long intergenic non-protein coding RNA 1699 [Source:HGNC Symbol;Acc:HGNC:52487]	LINC01699
chr1	181812705	181813261	+	ENSG00000272880		
chr1	182062677	182069253	-	ENSG00000224810		
chr1	182086551	182090112	+	ENSG00000225982		
chr1	182127297	182128665	-	ENSG00000232309		
chr1	182129310	182314061	-	ENSG00000228918	long intergenic non-protein coding RNA 1344 [Source:HGNC Symbol;Acc:HGNC:50554]	LINC01344
chr1	182407621	182414815	+	ENSG00000203729	long intergenic non-protein coding RNA 272 [Source:HGNC Symbol;Acc:HGNC:26898]	LINC00272
chr1	182615254	182616629	+	ENSG00000261504	long intergenic non-protein coding RNA 1686 [Source:HGNC Symbol;Acc:HGNC:27643]	LINC01686
chr1	182712862	182714544	+	ENSG00000227181	long intergenic non-protein coding RNA 1688 [Source:HGNC Symbol;Acc:HGNC:52475]	LINC01688
chr1	184329071	184332826	+	ENSG00000231791		
chr1	184385753	184386704	-	ENSG00000271387		
chr1	185001527	185008683	+	ENSG00000260976	long intergenic non-protein coding RNA 1633 [Source:HGNC Symbol;Acc:HGNC:52420]	LINC01633
chr1	185317779	185318530	+	ENSG00000273004		
chr1	185321157	185335039	-	ENSG00000261024	microtubule associated protein 1 light chain 3 beta pseudogene [Source:EntrezGene;Acc:100288079]	
chr1	185558372	185628527	-	ENSG00000228309	long intergenic non-protein coding RNA 1350 [Source:HGNC Symbol;Acc:HGNC:50575]	LINC01350
chr1	185655002	185657168	+	ENSG00000261729		
chr1	186521773	186522304	+	ENSG00000273198		
chr1	186680622	186681446	+	ENSG00000273129	PTGS2 antisense NFKB1 complex-mediated expression regulator RNA [Source:HGNC Symbol;Acc:HGNC:50552]	PACERR
chr1	187092842	187360323	+	ENSG00000236030	long intergenic non-protein coding RNA 1036 [Source:HGNC Symbol;Acc:HGNC:49024]	LINC01036
chr1	187443606	187477222	+	ENSG00000231599	long intergenic non-protein coding RNA 1037 [Source:HGNC Symbol;Acc:HGNC:49025]	LINC01037
chr1	187480293	187480614	+	ENSG00000272827		
chr1	187641226	187643860	+	ENSG00000230426	endogenous retrovirus group MER61 member 1 [Source:HGNC Symbol;Acc:HGNC:27919]	ERVMER61-1
chr1	188218400	188220676	+	ENSG00000261182		
chr1	188508538	188536465	+	ENSG00000225006		
chr1	188705623	188710880	-	ENSG00000237283		
chr1	188869477	188887434	-	ENSG00000238054		
chr1	188905688	189037262	+	ENSG00000226486	long intergenic non-protein coding RNA 1035 [Source:HGNC Symbol;Acc:HGNC:49022]	LINC01035
chr1	189775465	189814918	+	ENSG00000232212	long intergenic non-protein coding RNA 1701 [Source:HGNC Symbol;Acc:HGNC:52489]	LINC01701
chr1	189868001	189868528	-	ENSG00000238270		
chr1	190478551	190480735	+	ENSG00000237457	long intergenic non-protein coding RNA 1351 [Source:HGNC Symbol;Acc:HGNC:50577]	LINC01351
chr1	190480379	190494297	+	ENSG00000241505		
chr1	190624890	190801658	+	ENSG00000231175	long intergenic non-protein coding RNA 1720 [Source:HGNC Symbol;Acc:HGNC:52507]	LINC01720
chr1	191151510	191154634	+	ENSG00000261642		
chr1	191221159	191228467	-	ENSG00000233882	long intergenic non-protein coding RNA 1680 [Source:HGNC Symbol;Acc:HGNC:52467]	LINC01680
chr1	191858707	191890229	-	ENSG00000223344		
chr1	191875495	192011260	+	ENSG00000228215		
chr1	192529579	192538102	+	ENSG00000236069		
chr1	192937300	192948257	-	ENSG00000234871	long intergenic non-protein coding RNA 1032 [Source:HGNC Symbol;Acc:HGNC:49018]	LINC01032
chr1	193304745	193365953	+	ENSG00000232077	long intergenic non-protein coding RNA 1031 [Source:HGNC Symbol;Acc:HGNC:49017]	LINC01031
chr1	193678894	193727035	+	ENSG00000226640		
chr1	193684246	193688429	-	ENSG00000237011		
chr1	194149473	194198694	+	ENSG00000227240		
chr1	194350943	194352426	+	ENSG00000231714		
chr1	196044996	196061073	-	ENSG00000227421	long intergenic non-protein coding RNA 1724 [Source:HGNC Symbol;Acc:HGNC:52512]	LINC01724
chr1	198597724	198598868	-	ENSG00000223881		
chr1	198807493	198937429	-	ENSG00000229989	MIR181A1 host gene [Source:HGNC Symbol;Acc:HGNC:48659]	MIR181A1HG
chr1	198983321	198985400	+	ENSG00000225172		
chr1	199006040	199021037	-	ENSG00000233410	long intergenic non-protein coding RNA 1222 [Source:HGNC Symbol;Acc:HGNC:49672]	LINC01222
chr1	199016133	199076735	+	ENSG00000235492	long intergenic non-protein coding RNA 1221 [Source:HGNC Symbol;Acc:HGNC:49671]	LINC01221
chr1	199148598	199393307	+	ENSG00000231718		
chr1	200253419	200400705	-	ENSG00000203721	long intergenic non-protein coding RNA 862 [Source:HGNC Symbol;Acc:HGNC:21901]	LINC00862
chr1	200315435	200315967	-	ENSG00000273093		
chr1	200333193	200478293	+	ENSG00000230623		
chr1	200478020	200483604	-	ENSG00000282849		
chr1	200669507	200694250	+	ENSG00000260088		
chr1	201518703	201530474	+	ENSG00000223396		
chr1	202632428	202632911	+	ENSG00000225620		
chr1	203287152	203288801	+	ENSG00000231507	long intergenic non-protein coding RNA 1353 [Source:HGNC Symbol;Acc:HGNC:50580]	LINC01353
chr1	203298758	203305309	-	ENSG00000233791	long intergenic non-protein coding RNA 1136 [Source:HGNC Symbol;Acc:HGNC:49452]	LINC01136
chr1	204032447	204041265	-	ENSG00000176754	long intergenic non-protein coding RNA 303 [Source:HGNC Symbol;Acc:HGNC:26865]	LINC00303
chr1	204368431	204369719	-	ENSG00000280924	long intergenic non-protein coding RNA 628 [Source:HGNC Symbol;Acc:HGNC:27008]	LINC00628
chr1	204626775	204629712	+	ENSG00000240219		
chr1	204663872	204664613	+	ENSG00000228153		
chr1	205434886	205437879	-	ENSG00000281406	bladder cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48597]	BLACAT1
chr1	205455929	205469024	+	ENSG00000224717		
chr1	206175060	206177246	-	ENSG00000236889		
chr1	206503948	206504456	+	ENSG00000261000		
chr1	207179296	207184062	+	ENSG00000243636		
chr1	207240122	207309292	+	ENSG00000237074		
chr1	207372559	207373252	+	ENSG00000274245		
chr1	207401691	207416236	-	ENSG00000283044		
chr1	207801518	207879096	-	ENSG00000203709	chromosome 1 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:32018]	C1orf132
chr1	207959292	207969329	+	ENSG00000284237		
chr1	208607100	208612192	-	ENSG00000261453	long intergenic non-protein coding RNA 1735 [Source:HGNC Symbol;Acc:HGNC:52523]	LINC01735
chr1	208626741	208628085	-	ENSG00000259815		
chr1	208728688	208733184	+	ENSG00000232812	long intergenic non-protein coding RNA 1717 [Source:HGNC Symbol;Acc:HGNC:52504]	LINC01717
chr1	208972454	208975307	+	ENSG00000236950	long intergenic non-protein coding RNA 1774 [Source:HGNC Symbol;Acc:HGNC:52564]	LINC01774
chr1	209147267	209155101	-	ENSG00000232537		
chr1	209325456	209328532	+	ENSG00000227940	long intergenic non-protein coding RNA 1696 [Source:HGNC Symbol;Acc:HGNC:52484]	LINC01696
chr1	209367662	209379690	+	ENSG00000231648	long intergenic non-protein coding RNA 1698 [Source:HGNC Symbol;Acc:HGNC:52486]	LINC01698
chr1	209528455	209567673	-	ENSG00000224260		
chr1	211382803	211435333	+	ENSG00000153363	long intergenic non-protein coding RNA 467 [Source:HGNC Symbol;Acc:HGNC:28227]	LINC00467
chr1	211492255	211492917	+	ENSG00000223649		
chr1	211635906	211642867	-	ENSG00000228792		
chr1	211639695	211654581	+	ENSG00000227764	long intergenic non-protein coding RNA 1693 [Source:HGNC Symbol;Acc:HGNC:52478]	LINC01693
chr1	211715928	211725402	-	ENSG00000226868		
chr1	212168207	212190259	+	ENSG00000229983		
chr1	212225278	212238977	-	ENSG00000226251		
chr1	212466816	212467743	-	ENSG00000224535		
chr1	212545694	212556065	+	ENSG00000228067	long intergenic non-protein coding RNA 1740 [Source:HGNC Symbol;Acc:HGNC:52528]	LINC01740
chr1	212557833	212559731	-	ENSG00000260805		
chr1	212653999	212665434	-	ENSG00000237980		
chr1	212852108	212858088	-	ENSG00000198468	FLVCR1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39077]	FLVCR1-AS1
chr1	212916787	212917577	+	ENSG00000282718		
chr1	213492301	213546447	+	ENSG00000225233		
chr1	213731416	213794587	+	ENSG00000228255		
chr1	213924749	213926654	-	ENSG00000281664	long intergenic non-protein coding RNA 538 [Source:HGNC Symbol;Acc:HGNC:43655]	LINC00538
chr1	214051194	214187773	-	ENSG00000283518		
chr1	215393646	215394418	-	ENSG00000282265		
chr1	217892900	217920804	+	ENSG00000231814	long intergenic non-protein coding RNA 210 [Source:HGNC Symbol;Acc:HGNC:37458]	LINC00210
chr1	218031835	218033660	+	ENSG00000230714		
chr1	218043505	218059140	+	ENSG00000232100	long intergenic non-protein coding RNA 1653 [Source:HGNC Symbol;Acc:HGNC:52441]	LINC01653
chr1	218510096	218525978	+	ENSG00000228208	chromosome 1 open reading frame 143 [Source:HGNC Symbol;Acc:HGNC:32045]	C1orf143
chr1	218912757	218916184	-	ENSG00000225561	long intergenic non-protein coding RNA 1710 [Source:HGNC Symbol;Acc:HGNC:52498]	LINC01710
chr1	219222248	219225497	-	ENSG00000223842		
chr1	219270774	219273387	+	ENSG00000277007		
chr1	219409523	219459369	-	ENSG00000228536		
chr1	219557192	219557701	+	ENSG00000238232		
chr1	220359731	220360183	-	ENSG00000226927		
chr1	220401122	220404033	+	ENSG00000260505		
chr1	220485104	220487043	-	ENSG00000231529		
chr1	220825620	220826063	+	ENSG00000221571	RNA, U6atac small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46934]	RNU6ATAC35P
chr1	220828676	220829211	-	ENSG00000272823		
chr1	220829255	220832429	+	ENSG00000238078	long intergenic non-protein coding RNA 1352 [Source:HGNC Symbol;Acc:HGNC:50578]	LINC01352
chr1	221330080	221336296	-	ENSG00000234754	uncharacterized LOC400804 [Source:EntrezGene;Acc:400804]	
chr1	221508559	221510979	+	ENSG00000232436		
chr1	221827666	221840666	-	ENSG00000227925	long intergenic non-protein coding RNA 1655 [Source:HGNC Symbol;Acc:HGNC:52443]	LINC01655
chr1	221880981	221978523	-	ENSG00000238042		
chr1	221966341	221984964	+	ENSG00000228437		
chr1	222041705	222064763	-	ENSG00000232679	long intergenic non-protein coding RNA 1705 [Source:HGNC Symbol;Acc:HGNC:52493]	LINC01705
chr1	222089169	222387434	-	ENSG00000236230		
chr1	222452738	222454705	-	ENSG00000226643		
chr1	222477252	222504622	-	ENSG00000276997		
chr1	222815022	222837384	+	ENSG00000228106		
chr1	222815064	222994906	+	ENSG00000278610		
chr1	223144049	223144954	+	ENSG00000236846		
chr1	223181144	223188154	+	ENSG00000226601		
chr1	223994262	223995196	+	ENSG00000278467		
chr1	225465021	225473837	+	ENSG00000282418		
chr1	226083639	226090292	+	ENSG00000225518	long intergenic non-protein coding RNA 1703 [Source:HGNC Symbol;Acc:HGNC:52491]	LINC01703
chr1	227393591	227431035	+	ENSG00000234277	long intergenic non-protein coding RNA 1641 [Source:HGNC Symbol;Acc:HGNC:52428]	LINC01641
chr1	228073909	228076550	-	ENSG00000276255		
chr1	228164086	228165512	-	ENSG00000203684	IBA57 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:32062]	IBA57-AS1
chr1	228384114	228385016	-	ENSG00000270104		
chr1	229022773	229038274	-	ENSG00000282111		
chr1	229092815	229094905	-	ENSG00000236975		
chr1	229258281	229271028	-	ENSG00000177788		
chr1	229875550	229885752	-	ENSG00000227043	long intergenic non-protein coding RNA 1682 [Source:HGNC Symbol;Acc:HGNC:52470]	LINC01682
chr1	230002730	230007162	+	ENSG00000228058	long intergenic non-protein coding RNA 1736 [Source:HGNC Symbol;Acc:HGNC:52524]	LINC01736
chr1	230426491	230436822	+	ENSG00000282564		
chr1	230592660	230595583	-	ENSG00000232964	long intergenic non-protein coding RNA 1737 [Source:HGNC Symbol;Acc:HGNC:52525]	LINC01737
chr1	230823641	230824707	-	ENSG00000225656		
chr1	232160091	232185643	+	ENSG00000235152		
chr1	232174932	232180113	-	ENSG00000236372		
chr1	232718071	232722250	+	ENSG00000225919	long intergenic non-protein coding RNA 1745 [Source:HGNC Symbol;Acc:HGNC:52533]	LINC01745
chr1	232727254	232742715	-	ENSG00000236497	long intergenic non-protein coding RNA 1744 [Source:HGNC Symbol;Acc:HGNC:52532]	LINC01744
chr1	234527891	234531779	-	ENSG00000231768	long intergenic non-protein coding RNA 1354 [Source:HGNC Symbol;Acc:HGNC:50581]	LINC01354
chr1	234565298	234570088	+	ENSG00000230404		
chr1	234629311	234634780	+	ENSG00000224939	long intergenic non-protein coding RNA 184 [Source:HGNC Symbol;Acc:HGNC:37192]	LINC00184
chr1	234644666	234647571	+	ENSG00000272362		
chr1	234646289	234683176	+	ENSG00000228044		
chr1	234660271	234667104	+	ENSG00000241475		
chr1	234669523	234696153	-	ENSG00000230628		
chr1	234709383	234720220	+	ENSG00000282097		
chr1	234724042	234731643	+	ENSG00000227630	long intergenic non-protein coding RNA 1132 [Source:HGNC Symbol;Acc:HGNC:49444]	LINC01132
chr1	234757619	234760056	-	ENSG00000279261		
chr1	234957231	234959989	+	ENSG00000237520		
chr1	234957342	234970062	-	ENSG00000238005		
chr1	234979647	234980804	-	ENSG00000258082		
chr1	235065479	235074220	-	ENSG00000280587	long intergenic non-protein coding RNA 1348 [Source:HGNC Symbol;Acc:HGNC:50567]	LINC01348
chr1	235104180	235104609	-	ENSG00000273416		
chr1	235942553	235943805	-	ENSG00000237845		
chr1	235957879	235971825	-	ENSG00000229291		
chr1	238276037	238287016	+	ENSG00000234464		
chr1	238480384	238486023	-	ENSG00000215808	long intergenic non-protein coding RNA 1139 [Source:HGNC Symbol;Acc:HGNC:27924]	LINC01139
chr1	238485445	238538305	+	ENSG00000231877		
chr1	239247808	239250818	-	ENSG00000259776		
chr1	239915439	239916955	-	ENSG00000231979		
chr1	240739419	240739853	-	ENSG00000230015		
chr1	241424292	241433492	+	ENSG00000225554		
chr1	243005845	243007468	-	ENSG00000234116		
chr1	243029512	243052252	-	ENSG00000231512	long intergenic non-protein coding RNA 1347 [Source:EntrezGene;Acc:731275]	
chr1	243917402	244047317	+	ENSG00000226828		
chr1	244068820	244093026	-	ENSG00000229960		
chr1	244107365	244109011	+	ENSG00000237759		
chr1	244731024	244731586	+	ENSG00000282317		
chr1	244864738	244865272	+	ENSG00000273175		
chr1	246516039	246524287	-	ENSG00000242042	long intergenic non-protein coding RNA 1743 [Source:HGNC Symbol;Acc:HGNC:52531]	LINC01743
chr1	246682108	246685075	+	ENSG00000260698		
chr1	246690047	246691821	+	ENSG00000235021		
chr1	247110160	247112417	-	ENSG00000221953	chromosome 1 open reading frame 229 [Source:HGNC Symbol;Acc:HGNC:33759]	C1orf229
chr1	247187281	247188526	-	ENSG00000259865		
chr1	247210691	247241823	-	ENSG00000232347		
chr1	248484245	248485484	-	ENSG00000229255		
chr10	14061	16544	-	ENSG00000260370		
chr10	743992	744958	+	ENSG00000231601		
chr10	1159768	1164672	+	ENSG00000229205	long intergenic non-protein coding RNA 200 [Source:HGNC Symbol;Acc:HGNC:30974]	LINC00200
chr10	2005473	2014348	-	ENSG00000234962	long intergenic non-protein coding RNA 700 [Source:HGNC Symbol;Acc:HGNC:27422]	LINC00700
chr10	2071845	2081097	+	ENSG00000226694		
chr10	2166332	2169460	+	ENSG00000227912		
chr10	2169140	2189474	-	ENSG00000231326		
chr10	2305083	2315075	-	ENSG00000234556	long intergenic non-protein coding RNA 701 [Source:HGNC Symbol;Acc:HGNC:44674]	LINC00701
chr10	2446253	2447352	-	ENSG00000234170		
chr10	2499721	2500570	+	ENSG00000237500		
chr10	2501783	2567239	+	ENSG00000235281		
chr10	3010531	3013111	+	ENSG00000234182		
chr10	3065424	3066001	-	ENSG00000273001		
chr10	3223816	3227407	+	ENSG00000236968		
chr10	3240371	3257210	-	ENSG00000226762		
chr10	3266003	3267015	+	ENSG00000227338		
chr10	3486894	3502838	-	ENSG00000233321		
chr10	3532094	3537031	-	ENSG00000236892		
chr10	3833950	3834728	+	ENSG00000230573		
chr10	3934519	3935813	+	ENSG00000226005		
chr10	4024940	4028394	+	ENSG00000227101		
chr10	4051726	4089013	+	ENSG00000236990		
chr10	4201141	4243912	-	ENSG00000233117	long intergenic non-protein coding RNA 702 [Source:HGNC Symbol;Acc:HGNC:44676]	LINC00702
chr10	4384246	4410612	+	ENSG00000224382	long intergenic non-protein coding RNA 703 [Source:HGNC Symbol;Acc:HGNC:44677]	LINC00703
chr10	4415305	4426179	-	ENSG00000230096		
chr10	4650185	4678154	-	ENSG00000231298	long intergenic non-protein coding RNA 704 [Source:HGNC Symbol;Acc:HGNC:44678]	LINC00704
chr10	4655427	4662419	+	ENSG00000225269	long intergenic non-protein coding RNA 705 [Source:HGNC Symbol;Acc:HGNC:27874]	LINC00705
chr10	5234358	5263408	+	ENSG00000231039		
chr10	5266033	5271236	-	ENSG00000224034		
chr10	5594991	5596118	-	ENSG00000242147		
chr10	5608475	5610793	-	ENSG00000231483		
chr10	5616862	5618161	-	ENSG00000228951		
chr10	5813985	5814441	+	ENSG00000272764		
chr10	6277687	6335982	+	ENSG00000215244		
chr10	6350316	6352762	+	ENSG00000212743		
chr10	6618716	6625346	+	ENSG00000225948		
chr10	6737382	6739026	+	ENSG00000223784	lncRNA in nonhomologous end joining pathway 1 [Source:EntrezGene;Acc:108570035]	
chr10	6774307	6779180	-	ENSG00000281186	long intergenic non-protein coding RNA 706 [Source:HGNC Symbol;Acc:HGNC:44690]	LINC00706
chr10	6779598	6842906	+	ENSG00000238266	long intergenic non-protein coding RNA 707 [Source:HGNC Symbol;Acc:HGNC:44691]	LINC00707
chr10	6891457	6920472	-	ENSG00000234248		
chr10	7097152	7097675	+	ENSG00000223581		
chr10	7445558	7471942	-	ENSG00000232591		
chr10	8050450	8053484	-	ENSG00000197308	GATA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33786]	GATA3-AS1
chr10	8051541	8053084	+	ENSG00000232638		
chr10	8259331	8268305	-	ENSG00000232170	long intergenic non-protein coding RNA 708 [Source:HGNC Symbol;Acc:HGNC:44694]	LINC00708
chr10	8298897	8301667	+	ENSG00000226861		
chr10	8400860	8461863	+	ENSG00000226990		
chr10	8897989	8914596	+	ENSG00000234752		
chr10	8970125	8973468	+	ENSG00000223808		
chr10	9275833	9287057	+	ENSG00000230014	long intergenic non-protein coding RNA 709 [Source:HGNC Symbol;Acc:HGNC:44700]	LINC00709
chr10	9758783	9759237	-	ENSG00000228636		
chr10	10058722	10063502	+	ENSG00000224788		
chr10	10365180	10366487	-	ENSG00000234306		
chr10	10418739	10462349	-	ENSG00000270111		
chr10	10784437	10794980	-	ENSG00000225383	surfactant associated 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:18383]	SFTA1P
chr10	10960151	10970816	+	ENSG00000231496		
chr10	11030334	11030868	-	ENSG00000229206		
chr10	11679675	11680514	+	ENSG00000271046		
chr10	14877688	14878686	-	ENSG00000272853		
chr10	16278701	16295858	+	ENSG00000226140		
chr10	17137336	17137585	-	ENSG00000273153		
chr10	18746433	18747853	+	ENSG00000234244		
chr10	21340233	21372950	-	ENSG00000230109		
chr10	22218074	22221168	+	ENSG00000260205		
chr10	22257786	22258548	+	ENSG00000261671		
chr10	22332404	22332987	+	ENSG00000272516		
chr10	22332587	22332981	-	ENSG00000271981		
chr10	22340377	22340615	-	ENSG00000272366		
chr10	24953241	24953513	+	ENSG00000273107		
chr10	25113058	25161236	+	ENSG00000231422	long intergenic non-protein coding RNA 1516 [Source:HGNC Symbol;Acc:HGNC:51211]	LINC01516
chr10	25651712	25732935	+	ENSG00000280809	long intergenic non-protein coding RNA 836 [Source:HGNC Symbol;Acc:HGNC:44915]	LINC00836
chr10	26643228	26645016	+	ENSG00000234296		
chr10	27243130	27250804	+	ENSG00000262412		
chr10	27343436	27344917	+	ENSG00000260151		
chr10	27999788	28049615	+	ENSG00000233472		
chr10	28303300	28307658	+	ENSG00000282996		
